,event_id,investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date,total_injuries
1969,20020917X03515,Accident,LAX82AA259,1982-07-16,"MORTON, WY",United States,,,,,Non-Fatal,Minor,Airplane,N1815U,mcdonnell,DC-10-10,No,3.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,United Airlines,0.0,7.0,19.0,142.0,VMC,Cruise,Probable Cause,16-07-1983,26.0
2054,20020917X03726,Accident,LAX82FXQ11,1982-07-22,"RENO, NV",United States,,,,STEAD AFB,Non-Fatal,Destroyed,Airplane,N81PH,omac,1,No,1.0,Turbo Jet,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,22-07-1983,0.0
2132,20020917X04067,Incident,NYC82IA170,1982-07-28,"FLUSHING, NY",United States,,,LGA,LAGUARDIA,Incident,Minor,Airplane,N64323,boeing,727-231,No,3.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,Trans World Airlines,0.0,0.0,0.0,129.0,IMC,Approach,Probable Cause,28-07-1983,0.0
2138,20020917X03376,Accident,FTW82DA301,1982-07-28,"ABILENE, TX",United States,,,ABI,ABILENE MUNICIPAL,Non-Fatal,Substantial,Airplane,N326CA,beech,B99A,No,2.0,Turbo Prop,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,28-07-1983,0.0
2252,20020917X03896,Incident,MKC82IA137,1982-08-05,"ST. JOSEPH, MO",United States,,,STJ,ROSECRANS MEMORIAL,Incident,Minor,Airplane,N312MA,mitsubishi,MU-2B-25,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Climb,Probable Cause,05-08-1983,0.0
2254,20020917X03240,Incident,DEN82IA154,1982-08-05,"DENVER, CO",United States,,,DEN,STAPLETON INTERNATIONAL,Incident,Minor,Airplane,N7356F,boeing,737-291,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,"Frontier Airlines, Inc.",0.0,0.0,0.0,102.0,VMC,Takeoff,Probable Cause,05-08-1983,0.0
2257,20020917X03173,Accident,DEN82DA153,1982-08-05,"BILLINGS, MT",United States,,,BIL,BILLINGS LOGAN,Non-Fatal,Substantial,Airplane,N895K,beech,90,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,05-08-1983,0.0
2335,20020917X03898,Incident,MKC82IA143,1982-08-12,"NORTH PLATTE, NE",United States,,,LBF,LEE BIRD FIELD,Incident,Minor,Airplane,N7345F,boeing,737-291,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,,0.0,0.0,33.0,0.0,IMC,Approach,Probable Cause,12-08-1983,33.0
2394,20020917X03513,Incident,FTW82IA331,1982-08-16,"EL PASO, TX",United States,,,ELP,EL PASO INT'L,Incident,Minor,Airplane,N1969J,cessna,421B,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,1.0,0.0,VMC,Descent,Probable Cause,16-08-1983,1.0
2427,20020917X03857,Accident,MKC82DA146,1982-08-18,"CAMDENTON, MO",United States,,,H21,CAMDENTON MEMORIAL,Non-Fatal,Substantial,Airplane,N550MA,mitsubishi,MU-2B-20,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,18-08-1983,0.0
2451,20020917X03876,Accident,MKC82FA149,1982-08-20,"KANSAS CITY, MO",United States,,,MKC,DOWNTOWN,Non-Fatal,Substantial,Airplane,N237AM,swearingen,SA226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Air Midwest,0.0,0.0,0.0,12.0,VMC,Approach,Probable Cause,20-08-1983,0.0
2456,20020917X03729,Incident,LAX82IA309,1982-08-21,"HONOLULU, HI",United States,,,HNL,HONOLULU,Incident,Minor,Airplane,N104WA,mcdonnell,DC-10-30F,No,3.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,"World Airways, Inc.",0.0,0.0,0.0,393.0,VMC,Takeoff,Probable Cause,21-08-1983,0.0
2499,20020917X03509,Accident,FTW82FRJ16B,1982-08-23,"JONES, LA",United States,,,,,Fatal(2),Substantial,Airplane,N2342Z,air,AT-400,No,1.0,Turbo Prop,Part 137: Agricultural,UNK,Aerial Application,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,23-08-1983,2.0
2539,20020917X03422,Accident,FTW82DA351,1982-08-27,"ALVIN, TX",United States,,,,,Non-Fatal,Substantial,Airplane,N3657J,air,AT-400,No,1.0,Turbo Prop,Part 137: Agricultural,UNK,Unknown,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,27-08-1983,0.0
2598,20020917X04422,Incident,CHI82IA331,1982-09-01,"APPLETON, WI",United States,,,ATW,OUTAGAMIE CO. A/P,Incident,Minor,Airplane,N261S,swearingen,SA-226TC,No,2.0,Turbo Prop,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,01-09-1983,0.0
2614,20020917X04491,Incident,DCA82IA031,1982-09-02,"WASHINGTON, DC",United States,,,DCA,WASHINGTON NATIONAL,Incident,Unknown,Airplane,N288WA,boeing,727,No,3.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,"Western Airlines, Inc.",0.0,1.0,1.0,128.0,VMC,Descent,Probable Cause,02-09-1983,2.0
2678,20020917X04395,Accident,CHI82DA341,1982-09-06,"PONTIAC, MI",United States,,,PTK,OAKLAND-PONTIAC,Non-Fatal,Substantial,Airplane,N10TN,aero,681,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,06-09-1983,0.0
2705,20020917X04596,Accident,FTW82DA372,1982-09-09,"MULESHOE, TX",United States,,,,,Non-Fatal,Substantial,Airplane,N2369N,air,AT-400,No,1.0,Turbo Prop,Part 137: Agricultural,UNK,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,09-09-1983,0.0
2722,20020917X04502,Accident,DEN82DA186,1982-09-10,"DELTA, UT",United States,,,,,Non-Fatal,Substantial,Airplane,N880CA,piper,PA-31T,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,10-09-1983,0.0
2739,20020917X04497,Accident,DEN82AA191,1982-09-12,"HAYDEN, CO",United States,,,HDN,YAMPA VALLEY,Fatal(6),Destroyed,Airplane,N66U,mitsubishi,MU-2B-25,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,6.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,12-09-1983,6.0
2750,20020917X04526,Incident,DEN82IA192,1982-09-13,"DENVER, CO",United States,,,DEN,STAPLETON INTERNATIONAL,Incident,Minor,Airplane,N5471M,fairchild/swearingen,SA226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,Air Midwest,0.0,0.0,0.0,5.0,VMC,Other,Probable Cause,13-09-1983,0.0
2789,20020917X04765,Accident,LAX82FA345A,1982-09-17,"HUNTINGTON BEAC, CA",United States,,,,,Fatal(2),Substantial,Airplane,N9FQ,beech,200,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,17-09-1983,2.0
2827,20020917X04608,Accident,FTW82DA385,1982-09-20,"CRYSTAL CITY, TX",United States,,,,CHACONCREEK RANCH,Non-Fatal,Substantial,Airplane,N50US,cessna,501SP,No,2.0,Turbo Jet,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,6.0,VMC,Approach,Probable Cause,20-09-1983,0.0
3054,20020917X04780,Accident,LAX83FA002,1982-10-15,"PALM SPRINGS, CA",United States,,,PSP,PALM SPRINGS,Non-Fatal,Substantial,Airplane,N63SA,swearingen,SA-226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Borrego Springs Airline,0.0,0.0,1.0,17.0,VMC,Standing,Probable Cause,15-10-1983,1.0
3074,20020917X04455,Accident,CHI83LA021,1982-10-17,"INDIANAPOLIS, IN",United States,,,IND,INDIANAPOLIS INT'L. APRT.,Non-Fatal,Substantial,Airplane,N173MA,swearingen,SA227-AC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Miostates Airlines,0.0,0.0,0.0,8.0,VMC,Taxi,Probable Cause,17-10-1983,0.0
3076,20020917X04495,Incident,DCA83IA002,1982-10-18,"HOUSTON, TX",United States,,,HOU,HOUSTON INTERNATIONAL,Incident,Minor,Airplane,N536TX,douglas,DC-9-30,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,Texas International,0.0,0.0,0.0,65.0,VMC,Takeoff,Probable Cause,18-10-1983,0.0
3140,20020917X04496,Incident,DCA83IA003,1982-10-28,"WILMINGTON, DE",United States,,,ILG,GREATER WILMINGTON,Incident,Minor,Airplane,N213DS,beech,E90,Yes,2.0,Turbo Prop,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,28-10-1983,0.0
3141,20020917X04335,Incident,ATL83IA018,1982-10-28,"CLARKSVILLE, TN",United States,,,CKV,OUTLAW FIELD,Incident,Minor,Airplane,N4099A,beech,B99,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Air Kentucky Airline,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,28-10-1983,0.0
3170,20020917X04225,Incident,ANC83IA010,1982-11-01,"BARROW, AK",United States,,,,,Incident,Minor,Airplane,N50DA,short,SC7 SERIES 3,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,Cape Smythe Air Service Inc.,0.0,0.0,1.0,2.0,VMC,Approach,Probable Cause,01-11-1983,1.0
3173,20020917X04355,Accident,ATL83LA022,1982-11-01,"WINSTON-SALEM, NC",United States,,,INT,SMITH-REYNOLDS,Non-Fatal,Substantial,Airplane,N711GD,beech,B90,No,2.0,Turbo Prop,Part 91: General Aviation,,Ferry,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,01-11-1983,0.0
3177,20020917X04699,Accident,FTW83LA033,1982-11-02,"AUSTIN, TX",United States,,,,,Non-Fatal,Unknown,Airplane,N55SW,boeing,737-200,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,S.w. Airlines Inc.,0.0,1.0,0.0,67.0,VMC,Climb,Probable Cause,02-11-1983,1.0
3199,20020917X04855,Accident,LAX83LA026,1982-11-05,"SAN FRANCISCO, CA",United States,,,SFO,SAN FRANCISCO INTERN.,Non-Fatal,Substantial,Airplane,N65SA,swearingen,SA-226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Nevada National Leasing Co.,0.0,0.0,2.0,2.0,VMC,Takeoff,Probable Cause,05-11-1983,2.0
3202,20020917X04299,Accident,ATL83FA025A,1982-11-06,"ELIZABETH CITY, NC",United States,,,ECG,,Non-Fatal,Minor,Airplane,N47MJ,gates,25,No,2.0,Turbo Jet,Unknown,UNK,Unknown,,0.0,0.0,0.0,11.0,VMC,Cruise,Probable Cause,06-11-1983,0.0
3214,20020917X04299,Accident,ATL83FA025B,1982-11-06,"ELIZABETH CITY, NC",United States,,,ECG,,Non-Fatal,Substantial,Airplane,N13MJ,gates,24D,No,2.0,Turbo Jet,Unknown,UNK,Unknown,,0.0,0.0,0.0,11.0,VMC,Cruise,Probable Cause,06-11-1983,0.0
3247,20020917X04908,Accident,MIA83FA027,1982-11-11,"MIAMI, FL",United States,,,,,Fatal(1),Unknown,Airplane,N707GB,boeing,707-300,No,4.0,Turbo Fan,Part 121: Air Carrier,NSCH,Unknown,Arrow Airways,1.0,0.0,0.0,3.0,VMC,Climb,Probable Cause,11-11-1983,1.0
3251,20020917X04563,Accident,DEN83LA017,1982-11-11,"ENGLEWOOD, CO",United States,,,APA,ARAPAHOE COUNTY,Non-Fatal,Substantial,Airplane,N274MA,mitsubishi,MU-2B-60,No,2.0,Turbo Prop,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,11-11-1983,0.0
3256,20020917X04973,Accident,MKC83FA019,1982-11-12,"WICHITA, KS",United States,,,ICT,MID CONTINENT,Non-Fatal,Substantial,Airplane,N2627U,cessna,501,No,2.0,Turbo Jet,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,12-11-1983,0.0
3292,20020917X04492,Accident,DCA83AA005,1982-11-18,"MOUNTAIN VIEW, MO",United States,,,,MOUTAIN VIEW AIRPORT,Fatal(3),Destroyed,Airplane,N2CA,cessna,551,No,2.0,Turbo Fan,Part 91: General Aviation,,Business,,3.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,18-11-1983,3.0
3296,20020917X04534,Accident,DEN83FA021,1982-11-18,"DENVER, CO",United States,,,,STAPELTON INT'L.,Non-Fatal,Substantial,Airplane,N68056,mcdonald,DC-10,No,3.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,"Continental Air Lines, Inc.",0.0,0.0,0.0,136.0,VMC,Standing,Probable Cause,18-11-1983,0.0
3315,20020917X04302,Accident,ATL83FA039,1982-11-20,"ATLANTA, GA",United States,,,ATL,HARTSFIELD INTL,Non-Fatal,Destroyed,Airplane,N5058E,aero,680W,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,Astro Wings Airlines,0.0,2.0,0.0,0.0,IMC,Cruise,Probable Cause,20-11-1983,2.0
3335,20020917X04669,Incident,FTW83IA044,1982-11-22,"LITTLE ROCK, AR",United States,,,LIT,ADAMS,Incident,Minor,Airplane,N846AA,boeing,727-223,No,3.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,American Airlines,0.0,0.0,0.0,23.0,IMC,Landing,Probable Cause,22-11-1983,0.0
3374,20020917X04910,Accident,MIA83FA036,1982-11-27,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,Non-Fatal,Substantial,Airplane,HK284,boeing,707-323C,No,4.0,Turbo Fan,Part 129: Foreign,SCHD,Unknown,Aerotal Ltda.,0.0,0.0,0.0,116.0,VMC,Takeoff,Probable Cause,27-11-1983,0.0
3391,20020917X05097,Accident,NYC83LA036,1982-11-30,"NEW HAVEN, CT",United States,,,HVN,NEW HAVEN,Non-Fatal,Substantial,Airplane,N141PM,fokker,F-27-100,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Pilgrim Airlines,0.0,0.0,0.0,20.0,VMC,Taxi,Probable Cause,30-11-1983,0.0
3392,20020917X05142,Incident,SEA83IA027,1982-12-01,"BOISE, ID",United States,,,BOI,GOWEN FIELD,Incident,Unknown,Airplane,N785NC,mcdonnell,DC-9-51,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,"Republic Airlines, Inc.",0.0,0.0,0.0,22.0,VMC,Descent,Probable Cause,01-12-1983,0.0
3417,20020917X04339,Incident,ATL83IA050,1982-12-05,"WINSTON-SALEM, NC",United States,,,INT,SMITH REYNOLDS,Incident,Minor,Airplane,N798N,boeing,737-201,No,2.0,Turbo Fan,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,5.0,VMC,Approach,Probable Cause,05-12-1983,0.0
3423,20020917X04915,Incident,MIA83IA043,1982-12-06,"SARASOTA, FL",United States,,,SRQ,SARASOTA-BRADENTON,Incident,Minor,Airplane,N8871Z,boeing,727-225,No,3.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,"Eastern Airlines, Inc.",0.0,0.0,0.0,21.0,VMC,Takeoff,Probable Cause,06-12-1983,0.0
3434,20020917X04528,Accident,DEN83AA032,1982-12-07,"PUEBLO, CO",United States,,,,,Fatal(2),Destroyed,Airplane,N30093,swearingen,SA-227AC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Pioneer Airlines,2.0,0.0,0.0,0.0,IMC,Descent,Probable Cause,07-12-1983,2.0
3435,20020917X04341,Incident,ATL83IA054,1982-12-07,"CHAMBLEE, GA",United States,,,PDK,DEKALB-PEACHTREE,Incident,Minor,Airplane,N153TG,gulfstream,G-159,No,2.0,Turbo Prop,Part 121: Air Carrier,NSCH,Unknown,Orion Airlines,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,07-12-1983,0.0
3436,20020917X04832,Accident,LAX83FVM04,1982-12-07,"SAN FRANCISCO, CA",United States,,,SFO,SAN FRANCISCO INTL.,Non-Fatal,Substantial,Airplane,N4273X,swearingen,SA226-T,No,2.0,Turbo Prop,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,07-12-1983,0.0
3437,20020917X04494,Accident,DCA83AA009,1982-12-07,"CHANTILLY, VA",United States,,,IAD,DULLES INTL,Non-Fatal,Substantial,Airplane,N126AV,swearingen,SA-226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,"Flt America, Inc",0.0,0.0,0.0,6.0,VMC,Landing,Probable Cause,07-12-1983,0.0
3445,20020917X04835,Incident,LAX83IA056,1982-12-09,"NEAR PALM SPRIN, CA",United States,,,,,Incident,Minor,Airplane,N1218V,cessna,551,No,2.0,Turbo Jet,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,IMC,Climb,Probable Cause,09-12-1983,0.0
3447,20020917X04570,Accident,DEN83LA026,1982-12-09,"DENVER, CO",United States,,,,STAPELTON INTERNATIONAL,Non-Fatal,Unknown,Airplane,N7346F,boeing,737-291,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,"Frontier Airlines, Inc.",0.0,0.0,0.0,57.0,VMC,Taxi,Probable Cause,09-12-1983,0.0
3454,20020917X04436,Incident,CHI83IA054,1982-12-10,"OVER FARGO, ND",United States,,,,,Incident,Minor,Airplane,N1500E,gates,35A,No,2.0,Turbo Fan,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,10-12-1983,0.0
3478,20020917X04989,Incident,MKC83IA036,1982-12-13,"CHESTERFIELD, MO",United States,,,SUS,SPIRIT OF ST. LOUIS,Incident,Minor,Airplane,N6338T,beech,B200,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,13-12-1983,0.0
3479,20020917X04988,Incident,MKC83IA035,1982-12-13,"WICHITA, KS",United States,,,,,Incident,Minor,Airplane,N85BH,beech,100,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Ozark Skyways, Inc.",0.0,0.0,0.0,10.0,VMC,Cruise,Probable Cause,13-12-1983,0.0
3488,20020917X04375,Accident,ATL83LA064,1982-12-14,"COLUMBIA, SC",United States,,,CAE,COLUMBIA METRO,Non-Fatal,Substantial,Airplane,N522MA,mitsubishi,MU-2,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,14-12-1983,0.0
3493,20020917X04478,Accident,CHI83LA051,1982-12-15,"MUSKEGON, MI",United States,,,MK6,MUSKEGON,Non-Fatal,Substantial,Airplane,N45EV,mitsubishi,MU-2B-20,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,1.0,4.0,VMC,Maneuvering,Probable Cause,15-12-1983,1.0
3494,20020917X04310,Accident,ATL83FA063,1982-12-15,"LOUISVILLE, KY",United States,,,,BOWMAN FIELD,Non-Fatal,Substantial,Airplane,N5589S,mitsubishi,MU-2B,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,0.0,2.0,3.0,0.0,VMC,Takeoff,Probable Cause,15-12-1983,5.0
3510,20020917X04437,Incident,CHI83IA063,1982-12-18,"PELLSTON, MI",United States,,,PLN,EMMET COUNTY AIRPORT,Incident,Unknown,Airplane,N9344,douglas,DC9-30,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,"Republic Airlines, Inc.",0.0,0.0,0.0,51.0,IMC,Landing,Probable Cause,18-12-1983,0.0
3526,20020917X04577,Accident,DEN83LA036,1982-12-20,"GILLETTE, WY",United States,,,GCC,GILLETTE CAMPBELLL COUNTY,Non-Fatal,Substantial,Airplane,N2671V,swearingen,SA-227AC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Pioneer Airlines,0.0,0.0,0.0,5.0,VMC,Takeoff,Probable Cause,20-12-1983,0.0
3534,20020917X05143,Incident,SEA83IA034,1982-12-22,"KLAMATH FALLS, OR",United States,,,,KINGSLEY FIELD,Incident,Minor,Airplane,N5475M,swearingen,SA-226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Gatx Third Aircraft Corp.,0.0,0.0,0.0,11.0,IMC,Takeoff,Probable Cause,22-12-1983,0.0
3557,20020917X04672,Incident,FTW83IA086,1982-12-26,"MEMPHIS, TN",United States,,,MEM,MEMPHIS INTL,Incident,Minor,Airplane,N6810,boeing,727-223,No,3.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,American Airlines,0.0,0.0,0.0,58.0,IMC,Go-around,Probable Cause,26-12-1983,0.0
3571,20020917X04343,Incident,ATL83IA085,1982-12-28,"WASHINGTON, DC",United States,,,,WASHINGTON NATIONAL,Incident,Unknown,Airplane,N752N,boeing,737-222,No,2.0,Turbo Jet,Part 121: Air Carrier,SCHD,Unknown,Piedmont Airport,0.0,0.0,0.0,73.0,VMC,Approach,Probable Cause,28-12-1983,0.0
3578,20020917X04671,Incident,FTW83IA072,1982-12-30,"THERMAL, CA",United States,,,TRM,,Incident,Unknown,Airplane,N137AA,mcdonnell-douglas,DC-10-30,No,3.0,Turbo Fan,Part 121: Air Carrier,NSCH,Unknown,"American Airlines, Inc.",0.0,0.0,14.0,203.0,VMC,Climb,Probable Cause,30-12-1983,14.0
4149,20001214X42478,Incident,LAX83IA149B,1983-03-18,"LOS ANGELES, CA",United States,,,LAX,LOS ANGELES INTL,Incident,Minor,Airplane,N323EA,lockheed,L-1011,No,3.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,,0.0,0.0,0.0,588.0,VMC,Standing,Probable Cause,04-12-2014,0.0
4150,20001214X42478,Incident,LAX83IA149A,1983-03-18,"LOS ANGELES, CA",United States,,,LAX,LOS ANGELES INTL,Incident,Minor,Airplane,9VSQQ,boeing,747,No,4.0,Turbo Fan,Part 129: Foreign,SCHD,,"Singapore Airlines, Ltd.",0.0,0.0,0.0,588.0,VMC,Taxi,Probable Cause,04-12-2014,0.0
4285,20001214X42672,Accident,FTW83LA177,1983-04-02,"MCKINNEY, TX",United States,,,TX05,AERO COUNTRY,Fatal(1),Unknown,Airplane,N927BA,de,DHC-6,No,2.0,Turbo Prop,Part 91: General Aviation,,Skydiving,,1.0,0.0,0.0,4.0,VMC,Standing,Probable Cause,17-10-2016,1.0
5957,20001214X44248,Incident,MIA83IA210,1983-08-21,"NORFOLK, VA",United States,,,,,Incident,Minor,Airplane,N69NA,douglas,DC-10-10,No,3.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,,0.0,0.0,0.0,289.0,VMC,Cruise,Probable Cause,01-02-2016,0.0
6669,20001214X44944,Accident,NYC84LA015,1983-10-28,"MIDDLETOWN, PA",United States,,,,,Fatal(1),Unknown,Airplane,N26288,short,SD3-30,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,,1.0,0.0,0.0,29.0,VMC,Climb,Probable Cause,09-12-2011,1.0
6760,20001214X45013,Incident,CHI84IA041,1983-11-08,"CHICAGO, IL",United States,,,ORD,O'HARE,Incident,Minor,Airplane,N898AA,boeing,727-200,No,3.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,,0.0,0.0,0.0,100.0,VMC,Taxi,Probable Cause,11-06-2018,0.0
7708,20001214X38957,Accident,ATL84LA120,1984-03-14,"MYRTLE BEACH, SC",United States,,,CRE,GRAND STRAND,Non-Fatal,Substantial,Airplane,N7994R,beech,99,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Mountain Air Cargo, Inc.",0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,24-09-2018,0.0
8591,20001214X39980,Accident,LAX84LA349,1984-06-11,"LOS ANGELES, CA",United States,,,LAX,LOS ANGELES INT'L,Non-Fatal,Substantial,Airplane,N501PA,lockheed,L-1011-385-3,No,3.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,,0.0,0.0,0.0,157.0,VMC,Takeoff,Probable Cause,09-12-2011,0.0
10140,20001214X41363,Incident,FTW85IA028,1984-10-26,"TULSA, OK",United States,,,TUL,TULSA INTL',Incident,Minor,Airplane,N511SS,swearingen,SA226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Scheduled Skyways,0.0,0.0,0.0,9.0,IMC,Cruise,Probable Cause,05-06-2019,0.0
12683,20001214X37356,Incident,ATL85IA251,1985-08-16,"HILTON HEAD, SC",United States,,,49J,HILTON HEAD,Incident,Substantial,Airplane,N2624D,cessna,441,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,26-07-2011,0.0
13114,20001214X37718,Accident,ATL85MA286,1985-09-29,"JENKINSBURG, GA",United States,,,,WEST WIND SPORT PARACHUTE,Fatal(17),Destroyed,Airplane,N551CC,cessna,208,No,1.0,Turbo Prop,Part 91: General Aviation,,Skydiving,,17.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,17-10-2016,17.0
14805,20001213X33489,Incident,BFO86IA031B,1986-05-30,"CALVERTON, NY",United States,,,,,Incident,Unknown,Airplane,USN,grumman,F-14A,No,2.0,Turbo Jet,Part 91: General Aviation,,Public Aircraft,,0.0,0.0,0.0,69.0,VMC,Descent,Probable Cause,09-10-2018,0.0
14806,20001213X33489,Incident,BFO86IA031A,1986-05-30,"CALVERTON, NY",United States,,,,,Incident,Unknown,Airplane,N1310T,douglas,DC-9-31,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,,0.0,0.0,0.0,69.0,VMC,Descent,Probable Cause,09-10-2018,0.0
16647,20001213X30060,Accident,DCA87MA018A,1987-01-15,"KEARNS, UT",United States,,,,,Fatal(10),Destroyed,Airplane,N163SW,swearingen,SA-226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Sky West Airlines Inc. (dba: Sky West Airlines/western Expr),10.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,10-07-2019,10.0
16837,20001213X30244,Accident,FTW87RA066,1987-02-14,"DURANGO, Mexico",Mexico,,,,,Fatal(1),Unknown,Airplane,N712PC,boeing,707-323B,No,4.0,Turbo Jet,Part 121: Air Carrier,NSCH,Unknown,,1.0,0.0,3.0,131.0,UNK,Unknown,Foreign,07-02-1995,4.0
19931,20001213X25245,Accident,DCA88WA048,1988-03-27,"OXFORD, United Kingdom",United Kingdom,,,,,Fatal(1),Destroyed,Airplane,N91590,piper,PA-38,No,0.0,Unknown,"Non-U.S., Non-Commercial",UNK,Instructional,,1.0,0.0,0.0,0.0,UNK,Unknown,Foreign,,1.0
