,event_id,investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date
410,20020917X01820,Accident,CHI82DA071,1982-02-24,"BRYAN, OH",United States,,,066,BRYAN,Non-Fatal,Substantial,Airplane,N7812Q,cessna,414,No,2.0,Reciprocating,Part 91: General Aviation,,Ferry,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,24-02-1983
414,20020917X02030,Accident,FTW82DA080,1982-02-25,"EUNICE, LA",United States,,,4R7,EUNICE AIRPORT,Non-Fatal,Substantial,Airplane,N100CA,cessna,421B,No,2.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,25-02-1983
416,20020917X02145,Accident,FTW82FRG25,1982-02-25,"DEL RIO, TX",United States,,,DRT,DEL RIO INTL,Non-Fatal,Substantial,Airplane,XAIJI,piper,PA-23,No,2.0,Reciprocating,Unknown,NSCH,Unknown,,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,25-02-1983
417,20020917X02112,Accident,FTW82FPA11,1982-02-25,"DALLAS, TX",United States,,,DFW,DALLAS AIRPORT,Non-Fatal,Substantial,Airplane,N8517Z,beech,D18S,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Jim Billingsley,0.0,0.0,0.0,1.0,IMC,Approach,Probable Cause,25-02-1983
419,20020917X01770,Incident,ATL82IA060,1982-02-26,"ATLANTA, GA",United States,,,PDK,DEKALB PEACHTREE,Incident,Minor,Airplane,N10AY,beech,B90,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,Hanger One,0.0,0.0,0.0,3.0,IMC,Landing,Probable Cause,26-02-1983
431,20020917X02323,Accident,LAX82FVG18,1982-02-27,"SACRAMENTO, CA",United States,,,,EXEC,Non-Fatal,Substantial,Airplane,N14MC,cessna,320C,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,27-02-1983
474,20020917X02359,Accident,MIA82DA063,1982-03-04,"KEY WEST, FL",United States,,,EYW,KEY WEST INTERNATIONAL,Non-Fatal,Substantial,Airplane,N6958L,cessna,310K,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,04-03-1983
476,20020917X01826,Accident,CHI82DA078,1982-03-04,"VALPARAISO, IN",United States,,,VPZ,PORTER COUNTY,Non-Fatal,Substantial,Airplane,N34EE,piper,PA-30,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,04-03-1983
477,20020917X01825,Accident,CHI82DA077,1982-03-04,"ELYRIA, OH",United States,,,22G,LORAIN COUNTY,Non-Fatal,Substantial,Airplane,N9530Q,smith aerostar,600,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Air Continental Inc.,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,04-03-1983
480,20020917X02185,Accident,LAX82DA093,1982-03-05,"MESA, AZ",United States,,,P16,FALCON,Non-Fatal,Substantial,Airplane,N5KH,cessna,P337H,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,05-03-1983
481,20020917X02033,Accident,FTW82DA083,1982-03-05,"HOT SPRINGS, AR",United States,,,HOT,MEMORIAL FIELD,Non-Fatal,Substantial,Airplane,N18320,beech,B58,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,05-03-1983
485,20020917X02405,Accident,MIA82FA064,1982-03-06,"SUMMERLAND, FL",United States,,,,SUMMERLAND KEY,Non-Fatal,Destroyed,Airplane,N1145P,piper,PA-23,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,06-03-1983
493,20020917X01836,Accident,CHI82DA089,1982-03-06,"FREEMONT, MI",United States,,,3FM,FREMONT MUNICIPAL,Non-Fatal,Substantial,Airplane,N7661Q,cessna,310,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,06-03-1983
506,20020917X02477,Incident,MKC82IA042,1982-03-08,"LAS VEGAS, NV",United States,,,LAS,MCCARRAN INTERNATL,Incident,Unknown,Airplane,N6728,boeing,707-131B,No,4.0,Turbo Fan,Part 121: Air Carrier,UNK,Unknown,Trans World Airlines Inc,1.0,0.0,0.0,0.0,VMC,Standing,Probable Cause,08-03-1983
513,20020917X02144,Accident,FTW82FRG24,1982-03-08,"CHARLOTTE, TX",United States,,,,SAN MIGUEL RANCH,Non-Fatal,Substantial,Airplane,N700W,beech,E18S,No,2.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,1.0,0.0,UNK,Takeoff,Probable Cause,08-03-1983
514,20020917X01829,Accident,CHI82DA081,1982-03-08,"GRAND MARAIS, MN",United States,,,GRM,GRAND MARAIS,Non-Fatal,Substantial,Airplane,N6625Y,piper,PA-23 250,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Northern Airmotive Inc,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,08-03-1983
515,20020917X01899,Incident,CHI82IA082,1982-03-09,"SOUTH BEND, IN",United States,,,SBN,MICHIANA REGIONAL,Incident,Minor,Airplane,N323BA,swearingen,SA-266TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,"Britt Airways, Inc",0.0,0.0,0.0,9.0,UNK,Maneuvering,Probable Cause,09-03-1983
522,20020917X02338,Incident,LAX82IA103,1982-03-10,"LONG BEACH, CA",United States,,,LGB,LONG BEACH/DAUGHETY FIELD,Incident,Unknown,Airplane,N778JA,douglas,DC-9-82,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,Jet America Airlines,0.0,0.0,0.0,68.0,VMC,Standing,Probable Cause,10-03-1983
532,20020917X02572,Incident,NYC82IA051,1982-03-11,"FLUSHING, NY",United States,,,LGA,LAGUARDIA (R/W 22),Incident,Minor,Airplane,N26210,nord aviation,262A-12,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,"Ransome Airlines, Inc",0.0,0.0,0.0,30.0,IMC,Climb,Probable Cause,11-03-1983
533,20020917X02541,Accident,NYC82FA050,1982-03-11,"BLOOMFIELD, CT",United States,,,BDL,BRADLEY INT'L AIRPORT,Fatal(1),Destroyed,Airplane,N7721X,cessna,T337C,Yes,2.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,11-03-1983
535,20020917X01716,Accident,ATL82DKW06B,1982-03-11,"NASHVILLE, TN",United States,,,BNA,NASHVILLE METRO,Non-Fatal,Minor,Airplane,N303RM,beech,95-55,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,,0.0,0.0,0.0,2.0,IMC,Taxi,Probable Cause,11-03-1983
536,20020917X02361,Accident,MIA82DA067,1982-03-11,"TALLAHASSEE, FL",United States,,,TLH,TALLAHASSEE MUNICIPAL,Non-Fatal,Substantial,Airplane,N71MH,beech,95-B55,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,11-03-1983
539,20020917X01716,Accident,ATL82DKW06A,1982-03-11,"NASHVILLE, TN",United States,,,BNA,NASHVILLE METRO,Non-Fatal,Substantial,Airplane,N5253J,cessna,310,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Courier Service Inc.,0.0,0.0,0.0,2.0,IMC,Taxi,Probable Cause,11-03-1983
541,20020917X02510,Accident,NYC82DA052,1982-03-12,"ALLENTOWN, PA",United States,,,,QUEEN CITY,Non-Fatal,Destroyed,Airplane,N2402C,piper,PA-38-112,No,2.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,12-03-1983
543,20020917X02512,Accident,NYC82DA055,1982-03-12,"ATLANTIC CITY, NJ",United States,,,ACY,BADER FIELD,Non-Fatal,Substantial,Airplane,N1519T,piper,PA-34-200,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,3.0,IMC,Landing,Probable Cause,12-03-1983
545,20020917X02362,Accident,MIA82DA070,1982-03-12,"CRESCENT CITY, FL",United States,,,26J,THUNDERBIRD,Non-Fatal,Substantial,Airplane,N7433Y,piper,PA-30,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,12-03-1983
547,20020917X02196,Accident,LAX82DA105,1982-03-12,"CHINO, CA",United States,,,CNO,CHINO,Non-Fatal,Substantial,Airplane,N479CC,cessna,501,No,2.0,Turbo Jet,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,12-03-1983
558,20020917X02154,Accident,LAX82AA106A,1982-03-13,"GLENDALE, AZ",United States,,,LUF,,Fatal(6),Destroyed,Airplane,KC135,boeing,KC-135A,No,4.0,Turbo Jet,Unknown,UNK,Unknown,,6.0,0.0,0.0,0.0,UNK,Approach,Probable Cause,13-03-1983
568,20020917X01833,Accident,CHI82DA086,1982-03-13,"BRYAN, OH",United States,,,006,BRYAN-WILLIANS CO.,Non-Fatal,Substantial,Airplane,N707MA,beech,200,No,2.0,Turbo Prop,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,13-03-1983
569,20020917X01831,Accident,CHI82DA084,1982-03-13,"CAMBRIDGE, MN",United States,,,CBG,,Non-Fatal,Substantial,Airplane,N9697J,piper,PA-28,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,2.0,1.0,VMC,Cruise,Probable Cause,13-03-1983
574,20020917X02042,Accident,FTW82DA093,1982-03-14,"MCALLEN, TX",United States,,,MFE,MILLER INTERNATIONAL,Fatal(1),Destroyed,Airplane,N9846Z,beech,C-45H,No,2.0,Reciprocating,Part 91: General Aviation,,Unknown,,1.0,0.0,0.0,0.0,VMC,Climb,Probable Cause,14-03-1983
585,20020917X01935,Accident,DEN82DA044,1982-03-15,"GUNNISON, CO",United States,,,,GUNNISON COUNTY,Non-Fatal,Substantial,Airplane,N12JP,piper,PA-31P,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,15-03-1983
588,20020917X02301,Accident,LAX82FUJ32,1982-03-16,"TUCSON, AZ",United States,,,,,Fatal(1),Destroyed,Airplane,N184VB,beech,58,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,16-03-1983
589,20020917X02274,Accident,LAX82FA109,1982-03-16,"12 N.E. BURBANK, CA",United States,,,,,Fatal(3),Destroyed,Airplane,N98546,cessna,340A,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,IMC,Climb,Probable Cause,16-03-1983
590,20020917X02152,Incident,FTW82IA095,1982-03-16,"CHICKASHA, OK",United States,,,CHK,CHICKASHA,Incident,Minor,Airplane,N6838A,cessna,402C,No,2.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,16-03-1983
591,20020917X02593,Accident,SEA82DA038,1982-03-16,"IDAHO FALLS, ID",United States,,,IDA,FANNING,Non-Fatal,Substantial,Airplane,N340RA,cessna,340,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,IMC,Go-around,Probable Cause,16-03-1983
607,20020917X02276,Accident,LAX82FA111,1982-03-18,"SUNFLOWER, AZ",United States,,,,,Fatal(5),Destroyed,Airplane,N499W,cessna,401,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Air Security Transport Corp.,5.0,2.0,0.0,0.0,IMC,Climb,Probable Cause,18-03-1983
609,20020917X01886,Accident,CHI82FA091,1982-03-18,"RICHMOND, IN",United States,,,AID,RICHMOND MUNICIPAL,Fatal(1),Destroyed,Airplane,N33KC,cessna,421,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,1.0,2.0,0.0,0.0,IMC,Approach,Probable Cause,18-03-1983
619,20020917X02046,Accident,FTW82DA098,1982-03-19,"WEATHERFORD, OK",United States,,,F91,THOMAS P. STAFFORD,Non-Fatal,Substantial,Airplane,N68655,cessna,421C,No,2.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,19-03-1983
623,20020917X02153,Incident,FTW82IA146,1982-03-20,"HOUSTON, TX",United States,,,IAH,HOUSTON INTERCONTINENTAL,Incident,Minor,Airplane,N87Y,rockwell,NA-265-80,No,2.0,Turbo Jet,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,2.0,IMC,Taxi,Probable Cause,20-03-1983
652,20020917X02048,Accident,FTW82DA100,1982-03-22,"WEST MEMPHIS, AR",United States,,,AWM,WEST MEMPHIS MUNICIPAL,Non-Fatal,Substantial,Airplane,N5417A,cessna,310B,No,2.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,22-03-1983
655,20020917X01887,Accident,CHI82FA096,1982-03-23,"JACKSON, MI",United States,,,JXN,REYNOLDS MUNI,Non-Fatal,Destroyed,Airplane,N37174,cessna,414,No,2.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,23-03-1983
661,20020917X02057,Accident,FTW82DA114,1982-03-23,"CONROE, TX",United States,,,CXO,MONTGOMERY COUNTY,Non-Fatal,Substantial,Airplane,N9101F,rockwell,690A,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,3.0,IMC,Approach,Probable Cause,23-03-1983
663,20020917X01888,Accident,CHI82FA098,1982-03-23,"KALAMAZOO, MI",United States,,,AZO,KALAMAZOO,Non-Fatal,Substantial,Airplane,N6069C,beech,65-A90,No,2.0,Turbo Prop,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,23-03-1983
666,20020917X02420,Incident,MIA82IA082,1982-03-24,"DAYTONA BEACH, FL",United States,,,34J,NEW SMYRNA BEACH,Incident,Minor,Airplane,N257ER,piper,PA-44,No,2.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,24-03-1983
668,20020917X02370,Accident,MIA82DA083,1982-03-24,"PLACIDA, FL",United States,,,X54,ROTONDA,Non-Fatal,Substantial,Airplane,N8043Y,piper,PA-30,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,24-03-1983
669,20020917X02279,Accident,LAX82FA119,1982-03-24,"MARANA, AZ",United States,,,MJC,MARANA AIRPARK,Non-Fatal,Substantial,Airplane,N752TA,boeing,707-123B,No,4.0,Turbo Jet,Part 91: General Aviation,,Ferry,,0.0,0.0,0.0,7.0,VMC,Landing,Probable Cause,24-03-1983
676,20020917X01989,Incident,DEN82IA049,1982-03-25,"DENVER, CO",United States,,,DEN,STAPLETON INT'L. AIRPORT,Incident,Unknown,Airplane,N857H,gulfstream,G159-C,No,2.0,Turbo Prop,Part 121: Air Carrier,SCHD,Unknown,U.s. Aviation,0.0,0.0,0.0,20.0,VMC,Approach,Probable Cause,25-03-1983
677,20020917X01900,Incident,CHI82IA102,1982-03-25,"KALAMAZO, MI",United States,,,AZO,KALAMAZOO,Incident,Minor,Airplane,N20HR,beech,65-88,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,Unknown,Basler Airlines,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,25-03-1983
685,20020917X01690,Accident,ATL82DA084,1982-03-25,"RIDGELAND, SC",United States,,,3J1,RIDGELAND MUNICIPAL,Non-Fatal,Substantial,Airplane,N3707N,beech,58,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,3.0,VMC,Landing,Probable Cause,25-03-1983
687,20020917X02100,Accident,FTW82FA103,1982-03-26,"MAGDALENA, NM",United States,,,,,Fatal(6),Destroyed,Airplane,N36969,beech,58,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,6.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,26-03-1983
693,20020917X02206,Accident,LAX82DA122,1982-03-26,"YUBA CITY, CA",United States,,,052,SUTTER COUNTY,Non-Fatal,Substantial,Airplane,N69646,cessna,310Q,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Comet Airways Incorporated,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,26-03-1983
699,20020917X02054,Accident,FTW82DA107,1982-03-27,"AFTON, OK",United States,,,OK33,SHANGRI-LA,Non-Fatal,Substantial,Airplane,N6413S,beech,95-B55,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,27-03-1983
701,20020917X01637,Accident,ANC82DA028,1982-03-27,"ANCHORAGE, AK",United States,,,MRI,MERRILL FIELD,Non-Fatal,Substantial,Airplane,N6817T,cessna,310D,No,2.0,Reciprocating,Part 91: General Aviation,,Ferry,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,27-03-1983
706,20020917X01695,Accident,ATL82DA094,1982-03-28,"LEXINGTON PARK, MD",United States,,,,PARK HALL,Non-Fatal,Substantial,Airplane,N81573,piper,PA-32-301T,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,7.0,VMC,Landing,Probable Cause,28-03-1983
707,20020917X01638,Accident,ANC82DA029,1982-03-28,"WULIK RIVER STR, AK",United States,,,12,LIK AIRSTRIP,Non-Fatal,Substantial,Airplane,N9852F,curtiss-wright,C-46A,No,2.0,Reciprocating,"Part 125: 20+ Pax,6000+ lbs",NSCH,Unknown,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,28-03-1983
709,20020917X02101,Accident,FTW82FA108,1982-03-29,"HUGHES, AR",United States,,,,,Fatal(1),Destroyed,Airplane,N5957K,gulfstream american,690C,No,2.0,Turbo Prop,Part 91: General Aviation,,Ferry,,1.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,29-03-1983
719,20020917X01901,Incident,CHI82IA108,1982-03-30,"CHICAGO, IL",United States,,,ORD,O'HARE INTERNATIONAL,Incident,Minor,Airplane,N62Z,swearingen,SA226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,"Britt Airways, Inc.",0.0,0.0,0.0,18.0,VMC,Takeoff,Probable Cause,30-03-1983
734,20020917X02422,Incident,MIA82IA110,1982-04-02,"TALLAHASSEE, FL",United States,,,TLH,TALLAHASSEE MUNICIPAL,Incident,Minor,Airplane,N41045,piper,PA-31-350,No,2.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,02-04-1983
737,20020917X01902,Incident,CHI82IA112,1982-04-02,"DETROIT, MI",United States,,,DTW,DETROIT METRO,Incident,Minor,Airplane,N23BX,rockwell,SABRELINER 65,No,2.0,Turbo Fan,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,8.0,VMC,Taxi,Probable Cause,02-04-1983
738,20020917X01773,Incident,ATL82IA103,1982-04-02,"SAVANNAH, GA",United States,,,,,Incident,Minor,Airplane,N25MA,piper,PA-31P,No,2.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,02-04-1983
745,20020917X02208,Accident,LAX82DA124,1982-04-03,"NAPA, CA",United States,,,APC,NAPA COUNTY,Non-Fatal,Destroyed,Airplane,N792BR,beech,D55,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,03-04-1983
754,20020917X02055,Accident,FTW82DA112,1982-04-04,"ASPERMONT, TX",United States,,,6F8,DIXON,Non-Fatal,Substantial,Airplane,N6069H,piper-aerostar,601P,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,04-04-1983
760,20020917X01903,Incident,CHI82IA113,1982-04-05,"WAUKEGAN, IL",United States,,,UGN,WAUKEGAN HEMORIAL,Incident,Minor,Airplane,N69341,cessna,402B,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Superior Air Service, Inc.",0.0,0.0,0.0,3.0,IMC,Approach,Probable Cause,05-04-1983
763,20020917X01738,Accident,ATL82FA092,1982-04-05,"BACONTON, GA",United States,,,,,Non-Fatal,Destroyed,Airplane,N123CB,piper,PA-31-350,No,2.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,,0.0,3.0,2.0,0.0,IMC,Descent,Probable Cause,05-04-1983
768,20020917X01855,Accident,CHI82DA115,1982-04-05,"FORT WAYNE, IN",United States,,,FWA,BAER FIELD,Non-Fatal,Substantial,Airplane,N639S,swearingen,SA226TC,No,2.0,Turbo Prop,Part 91: General Aviation,,Ferry,,0.0,0.0,0.0,2.0,IMC,Landing,Probable Cause,05-04-1983
772,20020917X02549,Accident,NYC82FGM10,1982-04-06,"SCANDIA, PA",United States,,,,,Fatal(2),Destroyed,Airplane,N4375A,beech,E55,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,2.0,0.0,0.0,0.0,IMC,Climb,Probable Cause,06-04-1983
774,20020917X01972,Accident,DEN82FA056,1982-04-06,"MISSOULA, MT",United States,,,MSO,MISSOULA COUNTY,Fatal(3),Destroyed,Airplane,N999LS,cessna,320F,No,2.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,,3.0,0.0,0.0,0.0,IMC,Maneuvering,Probable Cause,06-04-1983
778,20020917X02409,Accident,MIA82FA092,1982-04-06,"FT. LAUDERDALE, FL",United States,,,,,Non-Fatal,Substantial,Airplane,Y207P,cessna,421B,No,2.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,1.0,2.0,VMC,Approach,Probable Cause,06-04-1983
780,20020917X02104,Accident,FTW82FA111,1982-04-07,"NEWARK, TX",United States,,,,,Non-Fatal,Destroyed,Airplane,N1196P,piper,PA-23-150,No,2.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,3.0,VMC,Maneuvering,Probable Cause,07-04-1983
781,20020917X02523,Accident,NYC82DA069,1982-04-07,"PITTSBURGH, PA",United States,,,,ALLEGHENY,Non-Fatal,Substantial,Airplane,N8039Q,cessna,310,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,07-04-1983
782,20020917X02457,Accident,MKC82DA054,1982-04-07,"LINCOLN, NE",United States,,,,LINCOLN MUNICIPAL,Non-Fatal,Substantial,Airplane,N82GB,cessna,340A,No,2.0,Reciprocating,Part 91: General Aviation,,Ferry,,0.0,0.0,0.0,1.0,IMC,Landing,Probable Cause,07-04-1983
785,20020917X01697,Accident,ATL82DA096,1982-04-07,"WINSTON-SALEM, NC",United States,,,INT,SMITH REYNOLDS,Non-Fatal,Substantial,Airplane,N7377,beech,65-A90,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,07-04-1983
790,20020917X02060,Accident,FTW82DA117,1982-04-08,"HEREFORD, TX",United States,,,HRX,HEREFORD,Non-Fatal,Substantial,Airplane,N64463,beech,C-18S,Yes,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,9.0,VMC,Cruise,Probable Cause,08-04-1983
796,20020917X01904,Incident,CHI82IA117,1982-04-09,"YOUNGSTOWN, OH",United States,,,YNG,YOUNGSTOWN MUNICIPAL,Incident,Minor,Airplane,N7627U,boeing,727-200,No,3.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,United Airlines,0.0,0.0,0.0,108.0,IMC,Landing,Probable Cause,09-04-1983
801,20020917X01772,Accident,ATL82LA098,1982-04-09,"TUSCALOOSA, AL",United States,,,TCL,TUSCALOOSA,Non-Fatal,Substantial,Airplane,N3016P,piper,PA-23-170,No,2.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Standing,Probable Cause,13-12-2011
816,20020917X02379,Accident,MIA82DA094,1982-04-11,"JACKSONVILLE, FL",United States,,,CRG,GRAIG MUNICIPAL,Non-Fatal,Substantial,Airplane,N4881P,piper,PA-23-250,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,5.0,VMC,Takeoff,Probable Cause,11-04-1983
822,20020917X02560,Accident,NYC82FHM05,1982-04-12,"TETERSBORO, NJ",United States,,,TEB,TETERSBORO,Non-Fatal,Substantial,Airplane,N6896T,piper,AEROSTAR 602P,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,3.0,VMC,Descent,Probable Cause,12-04-1983
830,20020917X01859,Accident,CHI82DA120,1982-04-13,"GAYLORD, MI",United States,,,GLR,OTSEGO COUNTY,Non-Fatal,Substantial,Airplane,N8691E,piper,PA-34,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,13-04-1983
850,20020917X01702,Accident,ATL82DA102,1982-04-15,"CLEMSON, SC",United States,,,CEU,CLEMSON-OCONEE COUNTY,Non-Fatal,Substantial,Airplane,N7570L,piper,PA-31,No,2.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,7.0,VMC,Taxi,Probable Cause,15-04-1983
862,20020917X01948,Accident,DEN82DA063,1982-04-16,"GARDINER, MT",United States,,,29S,GARDINER,Non-Fatal,Substantial,Airplane,N3371P,piper,PA-23,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,16-04-1983
863,20020917X01759,Accident,ATL82FLG11,1982-04-16,"COLUMBIA, SC",United States,,,CAE,COL. METRO,Non-Fatal,Substantial,Airplane,N82013,piper,PA-34-200J,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,16-04-1983
878,20020917X01705,Accident,ATL82DA107,1982-04-17,"JACKSONVILLE, NC",United States,,,NC41,SKY MANOR,Non-Fatal,Substantial,Airplane,N6687G,cessna,150,No,2.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,17-04-1983
885,20020917X02106,Accident,FTW82FA137,1982-04-18,"SAN ANTONIO, TX",United States,,,SAT,SAN ANTONIO INTERNATIONAL,Fatal(3),Destroyed,Airplane,N3580D,piper,PA-31-350,No,2.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,,3.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,18-04-1983
